_MEMBER_Input ID,_LogP_Input ID,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-24.957104772248325,M5890,M1,1,0,Hallmark Gene Sets,23,HALLMARK TNFA SIGNALING VIA NFKB,-24.957104772248325,20.38429054054054,21.62249158856186,24135,200,148,25,16.89189189189189,3.0798529904168976,604|687|1316|2353|2355|2683|3280|3659|3725|4088|4792|4929|5606|7050|7127|7422|7538|8553|8837|9021|9592|10221|10318|23135|80149,BCL6|KLF9|KLF6|FOS|FOSL2|B4GALT1|HES1|IRF1|JUN|SMAD3|NFKBIA|NR4A2|MAP2K3|TGIF1|TNFAIP2|VEGFA|ZFP36|BHLHE40|CFLAR|SOCS3|IER2|TRIB1|TNIP1|KDM6B|ZC3H12A,-20.678625549202003,0,1,1,1,-24.957104772248325,20.38429054054054,
1,-2.9554226968342183,GO:0006954,M1,1,0,GO Biological Processes,19,inflammatory response,-2.9554226968342183,2.7040385410921126,3.8101515212943524,24135,784,148,13,8.783783783783784,2.3267299881937826,604|1969|1999|2353|2683|3725|4088|4792|5606|9021|10318|23135|80149,BCL6|EPHA2|ELF3|FOS|B4GALT1|JUN|SMAD3|NFKBIA|MAP2K3|SOCS3|TNIP1|KDM6B|ZC3H12A,-1.4243552816743192,0,1,0,0,-24.957104772248325,20.38429054054054,
1,-15.103552734344841,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,-15.103552734344841,6.505028067957916,11.838648685767161,24135,727,148,29,19.594594594594593,3.262720762058644,142|677|678|1848|1915|1969|2309|2353|3280|3315|3725|4088|4092|5606|6464|7050|7316|7422|7538|8837|9592|10140|10458|10653|26509|51341|54541|64855|283149,PARP1|ZFP36L1|ZFP36L2|DUSP6|EEF1A1|EPHA2|FOXO3|FOS|HES1|HSPB1|JUN|SMAD3|SMAD7|MAP2K3|SHC1|TGIF1|UBC|VEGFA|ZFP36|CFLAR|IER2|TOB1|BAIAP2|SPINT2|MYOF|ZBTB7A|DDIT4|FAM129B|BCL9L,-11.126103506962501,0,2,1,1,-15.103552734344841,8.969087837837838,
1,-12.855794886380584,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,-12.855794886380584,6.083116832758153,10.69655060806592,24135,697,148,26,17.56756756756757,3.1280523757837972,142|677|678|1915|2309|2353|3280|3315|3725|4088|4092|5606|6464|7050|7316|7422|7538|8837|10140|10458|10653|26509|51341|54541|64855|283149,PARP1|ZFP36L1|ZFP36L2|EEF1A1|FOXO3|FOS|HES1|HSPB1|JUN|SMAD3|SMAD7|MAP2K3|SHC1|TGIF1|UBC|VEGFA|ZFP36|CFLAR|TOB1|BAIAP2|SPINT2|MYOF|ZBTB7A|DDIT4|FAM129B|BCL9L,-9.179375654662225,0,2,0,0,-15.103552734344841,8.969087837837838,
1,-7.340406030730668,M5939,M1,1,0,Hallmark Gene Sets,23,HALLMARK P53 PATHWAY,-7.340406030730668,8.969087837837838,8.889236074014926,24135,200,148,11,7.4324324324324325,2.1560759391250857,677|1969|2309|2353|2872|3725|6256|10140|10458|23654|54541,ZFP36L1|EPHA2|FOXO3|FOS|MKNK2|JUN|RXRA|TOB1|BAIAP2|PLXNB2|DDIT4,-4.663986799012308,0,2,0,0,-15.103552734344841,8.969087837837838,
1,-14.202454933235261,GO:0002521,M1,1,0,GO Biological Processes,19,leukocyte differentiation,-14.202454933235261,7.796382039409929,12.087257076137503,24135,502,148,24,16.216216216216218,3.0298692698255865,142|302|604|677|678|861|1316|1969|2353|3659|3725|3958|4092|4627|5914|6659|7422|10221|10766|51043|51341|64115|80149|359948,PARP1|ANXA2|BCL6|ZFP36L1|ZFP36L2|RUNX1|KLF6|EPHA2|FOS|IRF1|JUN|LGALS3|SMAD7|MYH9|RARA|SOX4|VEGFA|TRIB1|TOB2|ZBTB7B|ZBTB7A|VSIR|ZC3H12A|IRF2BP2,-10.4010969649086,0,3,1,1,-14.202454933235261,32.61486486486487,
1,-11.107246288341031,GO:0030099,M1,1,0,GO Biological Processes,19,myeloid cell differentiation,-11.107246288341031,7.6128062952387285,10.568418034061517,24135,407,148,19,12.837837837837839,2.749660548377773,142|302|604|677|861|1969|2309|2353|3725|3958|4627|4792|5914|7422|7538|10221|10766|51341|51621,PARP1|ANXA2|BCL6|ZFP36L1|RUNX1|EPHA2|FOXO3|FOS|JUN|LGALS3|MYH9|NFKBIA|RARA|VEGFA|ZFP36|TRIB1|TOB2|ZBTB7A|KLF13,-7.7830095747340335,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-8.436043434028178,GO:0002573,M1,1,0,GO Biological Processes,19,myeloid leukocyte differentiation,-8.436043434028178,9.883292383292384,9.858917585837126,24135,198,148,12,8.108108108108109,2.243714032638082,142|302|677|861|1969|2353|3725|4627|5914|7422|10221|10766,PARP1|ANXA2|ZFP36L1|RUNX1|EPHA2|FOS|JUN|MYH9|RARA|VEGFA|TRIB1|TOB2,-5.458594206645837,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-7.676225450364703,GO:1902107,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte differentiation,-7.676225450364703,11.324605855855857,9.760860283909901,24135,144,148,10,6.756756756756757,2.063226798733351,604|677|861|2353|3725|3958|5914|10221|51043|64115,BCL6|ZFP36L1|RUNX1|FOS|JUN|LGALS3|RARA|TRIB1|ZBTB7B|VSIR,-4.904730919259934,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-7.6646962024283685,GO:1903708,M1,1,0,GO Biological Processes,19,positive regulation of hemopoiesis,-7.6646962024283685,9.644180470793374,9.295957934938423,24135,186,148,11,7.4324324324324325,2.1560759391250857,604|677|861|2309|2353|3725|3958|5914|10221|51043|64115,BCL6|ZFP36L1|RUNX1|FOXO3|FOS|JUN|LGALS3|RARA|TRIB1|ZBTB7B|VSIR,-4.904730919259934,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-7.3265904683688845,GO:0045637,M1,1,0,GO Biological Processes,19,regulation of myeloid cell differentiation,-7.3265904683688845,7.859003581895149,8.545678175458837,24135,249,148,12,8.108108108108109,2.243714032638082,677|861|2309|2353|3725|3958|4792|5914|7538|10221|10766|51621,ZFP36L1|RUNX1|FOXO3|FOS|JUN|LGALS3|NFKBIA|RARA|ZFP36|TRIB1|TOB2|KLF13,-4.660895102042297,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-5.859898979998791,GO:0045638,M1,1,0,GO Biological Processes,19,negative regulation of myeloid cell differentiation,-5.859898979998791,12.68355855855856,8.722511444638423,24135,90,148,7,4.72972972972973,1.7448817617664414,677|4792|5914|7538|10221|10766|51621,ZFP36L1|NFKBIA|RARA|ZFP36|TRIB1|TOB2|KLF13,-3.5726458326449633,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-5.172148750879322,GO:0002761,M1,1,0,GO Biological Processes,19,regulation of myeloid leukocyte differentiation,-5.172148750879322,10.01333570412518,7.577046895412061,24135,114,148,7,4.72972972972973,1.7448817617664414,677|861|2353|3725|5914|10221|10766,ZFP36L1|RUNX1|FOS|JUN|RARA|TRIB1|TOB2,-3.069760786888681,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-4.777395212764921,GO:0002763,M1,1,0,GO Biological Processes,19,positive regulation of myeloid leukocyte differentiation,-4.777395212764921,15.680223492723494,8.324086617363612,24135,52,148,5,3.3783783783783785,1.485116242084208,677|861|2353|3725|10221,ZFP36L1|RUNX1|FOS|JUN|TRIB1,-2.7822172184221476,0,3,0,0,-14.202454933235261,32.61486486486487,
1,-4.65377748775516,GO:0045639,M1,1,0,GO Biological Processes,19,positive regulation of myeloid cell differentiation,-4.65377748775516,10.635282021151587,7.27313352320758,24135,92,148,6,4.054054054054054,1.6211650197199552,677|861|2309|2353|3725|10221,ZFP36L1|RUNX1|FOXO3|FOS|JUN|TRIB1,-2.6891654850779907,0,3,0,0,-14.202454933235261,32.61486486486487,
