_MEMBER_Input ID,_LogP_Input ID,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.786666082062011,R-HSA-422475,M1,1,0,Reactome Gene Sets,6,Axon guidance,-4.786666082062011,4.866908650937689,5.892941541779422,24135,551,99,11,11.11111111111111,3.1585291311942285,102|1292|1808|1946|2817|3678|3912|6129|8440|23396|90249,ADAM10|COL6A2|DPYSL2|EFNA5|GPC1|ITGA5|LAMB1|RPL7|NCK2|PIP5K1C|UNC5A,-0.5081868590156884,0,1,1,1,-4.786666082062011,5.5722943722943725,
1,-2.5765400671678296,GO:0000904,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in differentiation,-2.5765400671678296,3.0772663521611627,3.6134838400233003,24135,713,99,9,9.090909090909092,2.889280573471492,102|1292|1808|1946|2039|2817|3912|25946|90249,ADAM10|COL6A2|DPYSL2|EFNA5|DMTN|GPC1|LAMB1|ZNF385A|UNC5A,0.0,0,1,0,0,-4.786666082062011,5.5722943722943725,
1,-2.2298253900177754,hsa04360,M1,1,0,KEGG Pathway,24,Axon guidance,-2.2298253900177754,5.5722943722943725,3.89592829078644,24135,175,99,4,4.040404040404041,1.9789690695126556,1808|1946|8440|90249,DPYSL2|EFNA5|NCK2|UNC5A,0.0,0,1,0,0,-4.786666082062011,5.5722943722943725,
1,-4.007718648178853,GO:0030198,M1,1,0,GO Biological Processes,19,extracellular matrix organization,-4.007718648178853,5.5722943722943725,5.5299064120811225,24135,350,99,8,8.080808080808081,2.739131597330529,102|649|1292|1462|3678|3912|7045|56999,ADAM10|BMP1|COL6A2|VCAN|ITGA5|LAMB1|TGFBI|ADAMTS9,-0.2792312530224116,0,2,1,1,-4.007718648178853,18.28409090909091,
1,-3.8014900593327234,M18,M1,1,0,Canonical Pathways,11,PID INTEGRIN1 PATHWAY,-3.8014900593327234,14.77502295684114,7.191780592587642,24135,66,99,4,4.040404040404041,1.9789690695126556,1292|3678|3912|7045,COL6A2|ITGA5|LAMB1|TGFBI,-0.2792312530224116,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.7507116862540344,M5930,M1,1,0,Hallmark Gene Sets,23,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,-3.7507116862540344,7.3136363636363635,5.754121139031681,24135,200,99,6,6.0606060606060606,2.3980835366759585,649|1292|1462|2817|3678|7045,BMP1|COL6A2|VCAN|GPC1|ITGA5|TGFBI,-0.2792312530224116,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.611339298743507,R-HSA-1474244,M1,1,0,Reactome Gene Sets,6,Extracellular matrix organization,-3.611339298743507,5.669485553206483,5.231846219397897,24135,301,99,7,7.070707070707071,2.5762626767677763,102|649|1292|1462|3678|3912|56999,ADAM10|BMP1|COL6A2|VCAN|ITGA5|LAMB1|ADAMTS9,-0.2792312530224116,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.5757446297426476,GO:0043062,M1,1,0,GO Biological Processes,19,extracellular structure organization,-3.5757446297426476,4.81556303778526,4.969794479832436,24135,405,99,8,8.080808080808081,2.739131597330529,102|649|1292|1462|3678|3912|7045|56999,ADAM10|BMP1|COL6A2|VCAN|ITGA5|LAMB1|TGFBI|ADAMTS9,-0.2792312530224116,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.54918810810099,R-HSA-1474228,M1,1,0,Reactome Gene Sets,6,Degradation of the extracellular matrix,-3.54918810810099,8.706709956709958,5.869131080178594,24135,140,99,5,5.05050505050505,2.200878850596578,102|649|1292|3912|56999,ADAM10|BMP1|COL6A2|LAMB1|ADAMTS9,-0.2792312530224116,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.227366975125088,M5887,M1,1,0,Canonical Pathways,11,NABA BASEMENT MEMBRANES,-3.227366975125088,18.28409090909091,7.021246591840377,24135,40,99,3,3.0303030303030303,1.7228340715604882,1292|3912|89932,COL6A2|LAMB1|PAPLN,-0.17933667345703966,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-2.421449707496293,R-HSA-3000178,M1,1,0,Reactome Gene Sets,6,ECM proteoglycans,-2.421449707496293,9.623205741626794,4.832122236819778,24135,76,99,3,3.0303030303030303,1.7228340715604882,1292|1462|3912,COL6A2|VCAN|LAMB1,0.0,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-2.328852026915268,hsa04512,M1,1,0,KEGG Pathway,24,ECM-receptor interaction,-2.328852026915268,8.919068736141908,4.609964350701064,24135,82,99,3,3.0303030303030303,1.7228340715604882,1292|3678|3912,COL6A2|ITGA5|LAMB1,0.0,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-2.255785864307222,M5884,M1,1,0,Canonical Pathways,11,NABA CORE MATRISOME,-2.255785864307222,4.432506887052342,3.6740384613016954,24135,275,99,5,5.05050505050505,2.200878850596578,1292|1462|3912|7045|89932,COL6A2|VCAN|LAMB1|TGFBI|PAPLN,0.0,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-2.036979690401548,hsa04510,M1,1,0,KEGG Pathway,24,Focal adhesion,-2.036979690401548,4.900258870108117,3.5456457062167273,24135,199,99,4,4.040404040404041,1.9789690695126556,1292|3678|3912|23396,COL6A2|ITGA5|LAMB1|PIP5K1C,0.0,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-2.029546772002224,M5915,M1,1,0,Hallmark Gene Sets,23,HALLMARK APICAL JUNCTION,-2.029546772002224,4.875757575757576,3.5322874666769954,24135,200,99,4,4.040404040404041,1.9789690695126556,649|1462|7045|10174,BMP1|VCAN|TGFBI|SORBS3,0.0,0,2,0,0,-4.007718648178853,18.28409090909091,
1,-3.9348976166782115,GO:0006826,M1,1,0,GO Biological Processes,19,iron ion transport,-3.9348976166782115,15.986090412319921,7.521081445143409,24135,61,99,4,4.040404040404041,1.9789690695126556,392|8992|245973|286133,ARHGAP1|ATP6V0E1|ATP6V1C2|SCARA5,-0.2792312530224116,0,3,1,1,-3.9348976166782115,24.37878787878788,
1,-3.600690094474519,GO:0015991,M1,1,0,GO Biological Processes,19,ATP hydrolysis coupled proton transport,-3.600690094474519,24.37878787878788,8.222998362935325,24135,30,99,3,3.0303030303030303,1.7228340715604882,8992|92270|245973,ATP6V0E1|ATP6AP1L|ATP6V1C2,-0.2792312530224116,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.516317790910509,GO:0099131,M1,1,0,GO Biological Processes,19,ATP hydrolysis coupled ion transmembrane transport,-3.516317790910509,22.855113636363637,7.939509296398941,24135,32,99,3,3.0303030303030303,1.7228340715604882,8992|92270|245973,ATP6V0E1|ATP6AP1L|ATP6V1C2,-0.2792312530224116,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.476216442198192,GO:0090662,M1,1,0,GO Biological Processes,19,ATP hydrolysis coupled transmembrane transport,-3.476216442198192,22.16253443526171,7.807271107463045,24135,33,99,3,3.0303030303030303,1.7228340715604882,8992|92270|245973,ATP6V0E1|ATP6AP1L|ATP6V1C2,-0.2769184651994942,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.437390333053903,GO:0015988,M1,1,0,GO Biological Processes,19,"energy coupled proton transmembrane transport, against electrochemical gradient",-3.437390333053903,21.510695187165776,7.680747028868079,24135,34,99,3,3.0303030303030303,1.7228340715604882,8992|92270|245973,ATP6V0E1|ATP6AP1L|ATP6V1C2,-0.27285446231441723,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.3632652661976987,GO:0033572,M1,1,0,GO Biological Processes,19,transferrin transport,-3.3632652661976987,20.315656565656568,7.443245925649463,24135,36,99,3,3.0303030303030303,1.7228340715604882,392|8992|245973,ARHGAP1|ATP6V0E1|ATP6V1C2,-0.23091407882961432,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.2934075747268783,GO:0015682,M1,1,0,GO Biological Processes,19,ferric iron transport,-3.2934075747268783,19.24641148325359,7.2241861456905525,24135,38,99,3,3.0303030303030303,1.7228340715604882,392|8992|245973,ARHGAP1|ATP6V0E1|ATP6V1C2,-0.21904833433648066,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.2934075747268783,GO:0072512,M1,1,0,GO Biological Processes,19,trivalent inorganic cation transport,-3.2934075747268783,19.24641148325359,7.2241861456905525,24135,38,99,3,3.0303030303030303,1.7228340715604882,392|8992|245973,ARHGAP1|ATP6V0E1|ATP6V1C2,-0.21904833433648066,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-2.9576058497156326,GO:0000041,M1,1,0,GO Biological Processes,19,transition metal ion transport,-2.9576058497156326,8.865013774104684,5.305976055369801,24135,110,99,4,4.040404040404041,1.9789690695126556,392|8992|245973|286133,ARHGAP1|ATP6V0E1|ATP6V1C2|SCARA5,0.0,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-2.713592110575031,GO:0099132,M1,1,0,GO Biological Processes,19,ATP hydrolysis coupled cation transmembrane transport,-2.713592110575031,12.18939393939394,5.569294648395135,24135,60,99,3,3.0303030303030303,1.7228340715604882,8992|92270|245973,ATP6V0E1|ATP6AP1L|ATP6V1C2,0.0,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-2.6528156906326887,hsa04721,M1,1,0,KEGG Pathway,24,Synaptic vesicle cycle,-2.6528156906326887,11.608946608946608,5.411125479206333,24135,63,99,3,3.0303030303030303,1.7228340715604882,2054|8992|245973,STX2|ATP6V0E1|ATP6V1C2,0.0,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-2.558169531195761,hsa05120,M1,1,0,KEGG Pathway,24,Epithelial cell signaling in Helicobacter pylori infection,-2.558169531195761,10.755347593582888,5.169962340563704,24135,68,99,3,3.0303030303030303,1.7228340715604882,102|8992|245973,ADAM10|ATP6V0E1|ATP6V1C2,0.0,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-2.3476310122480992,GO:1902600,M1,1,0,GO Biological Processes,19,proton transmembrane transport,-2.3476310122480992,6.019453797231575,4.113901882158374,24135,162,99,4,4.040404040404041,1.9789690695126556,6553|8992|92270|245973,SLC9A5|ATP6V0E1|ATP6AP1L|ATP6V1C2,0.0,0,3,0,0,-3.9348976166782115,24.37878787878788,
1,-3.624437877512403,GO:0001501,M1,1,0,GO Biological Processes,19,skeletal system development,-3.624437877512403,4.336148041681638,4.867422611997353,24135,506,99,9,9.090909090909092,2.889280573471492,649|1292|3200|3235|5308|5745|7004|7045|25946,BMP1|COL6A2|HOXA3|HOXD9|PITX2|PTH1R|TEAD4|TGFBI|ZNF385A,-0.2792312530224116,0,4,1,1,-3.624437877512403,7.0323426573426575,
1,-2.7925689347567912,GO:0051216,M1,1,0,GO Biological Processes,19,cartilage development,-2.7925689347567912,5.917181523977641,4.548715035005657,24135,206,99,5,5.05050505050505,2.200878850596578,649|1292|3200|5745|7045,BMP1|COL6A2|HOXA3|PTH1R|TGFBI,0.0,0,4,0,0,-3.624437877512403,7.0323426573426575,
1,-2.32295605717343,GO:0061448,M1,1,0,GO Biological Processes,19,connective tissue development,-2.32295605717343,4.599771297884506,3.7815756354776853,24135,265,99,5,5.05050505050505,2.200878850596578,649|1292|3200|5745|7045,BMP1|COL6A2|HOXA3|PTH1R|TGFBI,0.0,0,4,0,0,-3.624437877512403,7.0323426573426575,
1,-2.312720944552908,GO:0001503,M1,1,0,GO Biological Processes,19,ossification,-2.312720944552908,3.8391791935099024,3.5849909963982203,24135,381,99,6,6.0606060606060606,2.3980835366759585,649|1462|3200|5745|8519|29887,BMP1|VCAN|HOXA3|PTH1R|IFITM1|SNX10,0.0,0,4,0,0,-3.624437877512403,7.0323426573426575,
1,-2.0438749212910787,GO:0030282,M1,1,0,GO Biological Processes,19,bone mineralization,-2.0438749212910787,7.0323426573426575,3.9565613542578704,24135,104,99,3,3.0303030303030303,1.7228340715604882,3200|5745|29887,HOXA3|PTH1R|SNX10,0.0,0,4,0,0,-3.624437877512403,7.0323426573426575,
1,-3.0765870368575268,GO:0006509,M1,1,0,GO Biological Processes,19,membrane protein ectodomain proteolysis,-3.0765870368575268,16.252525252525253,6.572502552038761,24135,45,99,3,3.0303030303030303,1.7228340715604882,102|51429|81502,ADAM10|SNX9|HM13,-0.05338031891451038,0,5,1,1,-3.0765870368575268,16.252525252525253,
1,-2.7345832490950532,GO:0033619,M1,1,0,GO Biological Processes,19,membrane protein proteolysis,-2.7345832490950532,12.395993836671803,5.624542438859523,24135,59,99,3,3.0303030303030303,1.7228340715604882,102|51429|81502,ADAM10|SNX9|HM13,0.0,0,5,0,0,-3.0765870368575268,16.252525252525253,
1,-2.2163587801610802,GO:0060996,M1,1,0,GO Biological Processes,19,dendritic spine development,-2.2163587801610802,8.126262626262626,4.346821848889235,24135,90,99,3,3.0303030303030303,1.7228340715604882,102|8440|9148,ADAM10|NCK2|NEURL1,0.0,0,5,0,0,-3.0765870368575268,16.252525252525253,
1,-2.1899581676534368,R-HSA-2682334,M1,1,0,Reactome Gene Sets,6,EPH-Ephrin signaling,-2.1899581676534368,7.949604743083004,4.28608563793264,24135,92,99,3,3.0303030303030303,1.7228340715604882,102|1946|8440,ADAM10|EFNA5|NCK2,0.0,0,5,0,0,-3.0765870368575268,16.252525252525253,
1,-2.98721947302258,R-HSA-425393,M1,1,0,Reactome Gene Sets,6,Transport of inorganic cations/anions and amino acids/oligopeptides,-2.98721947302258,9.029180695847364,5.36703576246262,24135,108,99,4,4.040404040404041,1.9789690695126556,6519|6542|6553|9497,SLC3A1|SLC7A2|SLC9A5|SLC4A7,0.0,0,6,1,1,-2.98721947302258,10.755347593582888,
1,-2.558169531195761,GO:0051453,M1,1,0,GO Biological Processes,19,regulation of intracellular pH,-2.558169531195761,10.755347593582888,5.169962340563704,24135,68,99,3,3.0303030303030303,1.7228340715604882,6553|8992|9497,SLC9A5|ATP6V0E1|SLC4A7,0.0,0,6,0,0,-2.98721947302258,10.755347593582888,
1,-2.536343737152857,R-HSA-382551,M1,1,0,Reactome Gene Sets,6,Transport of small molecules,-2.536343737152857,3.0347038853262918,3.5649402816714,24135,723,99,9,9.090909090909092,2.889280573471492,649|1186|2039|6519|6542|6553|8992|9497|245973,BMP1|CLCN7|DMTN|SLC3A1|SLC7A2|SLC9A5|ATP6V0E1|SLC4A7|ATP6V1C2,0.0,0,6,0,0,-2.98721947302258,10.755347593582888,
1,-2.487739693687611,GO:0030641,M1,1,0,GO Biological Processes,19,regulation of cellular pH,-2.487739693687611,10.157828282828284,4.994419440396513,24135,72,99,3,3.0303030303030303,1.7228340715604882,6553|8992|9497,SLC9A5|ATP6V0E1|SLC4A7,0.0,0,6,0,0,-2.98721947302258,10.755347593582888,
1,-2.343758602078643,GO:0006885,M1,1,0,GO Biological Processes,19,regulation of pH,-2.343758602078643,9.029180695847362,4.645379956289058,24135,81,99,3,3.0303030303030303,1.7228340715604882,6553|8992|9497,SLC9A5|ATP6V0E1|SLC4A7,0.0,0,6,0,0,-2.98721947302258,10.755347593582888,
1,-2.2163587801610802,GO:0030004,M1,1,0,GO Biological Processes,19,cellular monovalent inorganic cation homeostasis,-2.2163587801610802,8.126262626262626,4.346821848889235,24135,90,99,3,3.0303030303030303,1.7228340715604882,6553|8992|9497,SLC9A5|ATP6V0E1|SLC4A7,0.0,0,6,0,0,-2.98721947302258,10.755347593582888,
1,-2.872732700296476,GO:0030335,M1,1,0,GO Biological Processes,19,positive regulation of cell migration,-2.872732700296476,3.757809306942255,4.076109999965967,24135,519,99,8,8.080808080808081,2.739131597330529,102|2039|3678|3912|9530|9547|23328|79567,ADAM10|DMTN|ITGA5|LAMB1|BAG4|CXCL14|SASH1|RIPOR1,0.0,0,7,1,1,-2.872732700296476,8.310950413223141,
1,-2.769451806253322,GO:2000147,M1,1,0,GO Biological Processes,19,positive regulation of cell motility,-2.769451806253322,3.61837296902232,3.945552727033086,24135,539,99,8,8.080808080808081,2.739131597330529,102|2039|3678|3912|9530|9547|23328|79567,ADAM10|DMTN|ITGA5|LAMB1|BAG4|CXCL14|SASH1|RIPOR1,0.0,0,7,0,0,-2.872732700296476,8.310950413223141,
