_MEMBER_Input ID,_LogP_Input ID,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.255719231391635,GO:0048806,M1,1,0,GO Biological Processes,19,genitalia development,-4.255719231391635,19.25408855205425,8.346739314575082,24135,46,109,4,3.669724770642202,1.8008805113767183,3973|8626|25836|55366,LHCGR|TP63|NIPBL|LGR4,-0.16938944364064415,0,1,1,1,-4.255719231391635,25.548694424841212,
1,-4.146838671022985,GO:0048546,M1,1,0,GO Biological Processes,19,digestive tract morphogenesis,-4.146838671022985,18.075266803969296,8.058799747166637,24135,49,109,4,3.669724770642202,1.8008805113767183,2263|4087|8626|25836,FGFR2|SMAD2|TP63|NIPBL,-0.16938944364064415,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.6663908416707858,GO:1904888,M1,1,0,GO Biological Processes,19,cranial skeletal system development,-3.6663908416707858,13.625970359915316,6.865474611217979,24135,65,109,4,3.669724770642202,1.8008805113767183,2263|4087|8626|25836,FGFR2|SMAD2|TP63|NIPBL,-0.08606397624554672,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.6655731949558503,GO:0060740,M1,1,0,GO Biological Processes,19,prostate gland epithelium morphogenesis,-3.6655731949558503,25.548694424841212,8.435535205113307,24135,26,109,3,2.7522935779816513,1.5670173791615025,2263|3400|8626,FGFR2|ID4|TP63,-0.08606397624554672,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.5680560553981393,GO:0060512,M1,1,0,GO Biological Processes,19,prostate gland morphogenesis,-3.5680560553981393,23.7237876802097,8.103550097039355,24135,28,109,3,2.7522935779816513,1.5670173791615025,2263|3400|8626,FGFR2|ID4|TP63,-0.06772808273546051,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.4887043097550747,GO:0048565,M1,1,0,GO Biological Processes,19,digestive tract development,-3.4887043097550747,8.451222074374956,5.759814711824148,24135,131,109,5,4.587155963302752,2.0038348475654213,2263|4087|8626|25836|55366,FGFR2|SMAD2|TP63|NIPBL|LGR4,-0.0595590574912391,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.3562771223676324,GO:0001649,M1,1,0,GO Biological Processes,19,osteoblast differentiation,-3.3562771223676324,6.179219116705782,5.137952609214604,24135,215,109,6,5.504587155963303,2.184512281214591,2263|3400|3486|8626|10492|55366,FGFR2|ID4|IGFBP3|TP63|SYNCRIP|LGR4,-0.0356266570022303,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.3141058800485528,GO:0055123,M1,1,0,GO Biological Processes,19,digestive system development,-3.3141058800485528,7.742028613588246,5.446437828823387,24135,143,109,5,4.587155963302752,2.0038348475654213,2263|4087|8626|25836|55366,FGFR2|SMAD2|TP63|NIPBL|LGR4,-0.0356266570022303,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-3.1743848247937745,GO:0001655,M1,1,0,GO Biological Processes,19,urogenital system development,-3.1743848247937745,4.798619592694634,4.62931032870884,24135,323,109,7,6.422018348623853,2.3480609122499354,2263|3400|4087|6772|8626|25836|55366,FGFR2|ID4|SMAD2|STAT1|TP63|NIPBL|LGR4,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.9556267728221624,GO:0048701,M1,1,0,GO Biological Processes,19,embryonic cranial skeleton morphogenesis,-2.9556267728221624,14.761467889908257,6.223572953997644,24135,45,109,3,2.7522935779816513,1.5670173791615025,2263|4087|25836,FGFR2|SMAD2|NIPBL,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.900535059009951,GO:0002067,M1,1,0,GO Biological Processes,19,glandular epithelial cell differentiation,-2.900535059009951,14.133320320124927,6.070301487848521,24135,47,109,3,2.7522935779816513,1.5670173791615025,2263|5991|8626,FGFR2|RFX3|TP63,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.900535059009951,GO:0030850,M1,1,0,GO Biological Processes,19,prostate gland development,-2.900535059009951,14.133320320124927,6.070301487848521,24135,47,109,3,2.7522935779816513,1.5670173791615025,2263|3400|8626,FGFR2|ID4|TP63,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.760325330315911,GO:0001503,M1,1,0,GO Biological Processes,19,ossification,-2.760325330315911,4.0681210720219605,4.065872653071264,24135,381,109,7,6.422018348623853,2.3480609122499354,2263|3400|3486|8626|10492|25836|55366,FGFR2|ID4|IGFBP3|TP63|SYNCRIP|NIPBL|LGR4,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.7601774483962025,GO:0042303,M1,1,0,GO Biological Processes,19,molting cycle,-2.7601774483962025,7.837947552163677,4.907356089936702,24135,113,109,4,3.669724770642202,1.8008805113767183,2263|8626|25836|55366,FGFR2|TP63|NIPBL|LGR4,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.7601774483962025,GO:0042633,M1,1,0,GO Biological Processes,19,hair cycle,-2.7601774483962025,7.837947552163677,4.907356089936702,24135,113,109,4,3.669724770642202,1.8008805113767183,2263|8626|25836|55366,FGFR2|TP63|NIPBL|LGR4,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.4917392775044065,GO:1905330,M1,1,0,GO Biological Processes,19,regulation of morphogenesis of an epithelium,-2.4917392775044065,6.609612488018623,4.385890237931273,24135,134,109,4,3.669724770642202,1.8008805113767183,2263|6772|55366|81839,FGFR2|STAT1|LGR4|VANGL1,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
1,-2.473145789687822,GO:0048608,M1,1,0,GO Biological Processes,19,reproductive structure development,-2.473145789687822,3.6129466863411817,3.6780465503350257,24135,429,109,7,6.422018348623853,2.3480609122499354,2263|3400|3973|7543|8626|25836|55366,FGFR2|ID4|LHCGR|ZFX|TP63|NIPBL|LGR4,0.0,0,1,0,0,-4.255719231391635,25.548694424841212,
